Initial Carrying Capacity,Initial Max Crude Birth Rate,Initial Mortality Rate,Initial Population,IP1 Crude Birth Rate.ES,IP1 Crude Birth Rate.SW,IP1 Crude Birth Rate.T1,IP2 Mortality Rate.ES,IP2 Mortality Rate.SW,IP2 Mortality Rate.T1,IP3 Carrying Capacity.ES,IP3 Carrying Capacity.SW,IP3 Carrying Capacity.T1,IP4 Effect of Population Size on Births.ES,IP4 Effect of Population Size on Births.SW,IP4 Effect of Population Size on Births.T1
80,0.2,0.05,120,0.5,0,50,0.5,0,50,0.5,0,50,0.5,0,50
